Shift has been successfully updated to {0}.,El turno se ha actualizado correctamente a {0}.
Show Leave Balances in Salary Slip,Mostrar saldos de licencia en el recibo de sueldo
Showing,Mostrando
Skill Assessment,Evaluación de habilidades
Source and Rating,Fuente y calificación
Source and target shifts cannot be the same,Los turnos de origen y destino no pueden ser los mismos
Staffing Details,Detalles de dotación de personal
Standard Working Hours,Horas de trabajo estándar
Start date cannot be greater than end date.,La fecha de inicio no puede ser mayor que la de fin.
Start date: {0},Fecha de inicio: {0}
Start time and end time cannot be same.,La hora de inicio y fin no pueden ser iguales.
Statistical Deductions,Deducciones estadísticas
Statistical Earnings,Ingresos estadísticos
Status for Other Half,Estado para la otra mitad
Submission Failed,Envío fallido
Submission of {0} before {1} is not allowed,No se permite enviar {0} antes de {1}
Submit Feedback,Enviar retroalimentación
Submit Now,Enviar ahora
"Subsidiary companies have already planned for {1} vacancies at a budget of {2}. Staffing Plan for {0} should allocate more vacancies and budget for {3} than planned for its subsidiary companies","Las subsidiarias ya planificaron {1} vacantes con presupuesto de {2}. El plan para {0} debe asignar más que sus subsidiarias."
Successfully created {0} for employees:,Se creó {0} con éxito para los empleados:
"Successfully {0} {1} for the following employees:","{0} {1} con éxito para los siguientes empleados:"
Sum of all previous slabs,Suma de todos los tramos anteriores
Sync {0},Sincronizar {0}
Syntax error,Error de sintaxis
"Syntax error in condition: {0} in Income Tax Slab","Error de sintaxis en la condición: {0} en el tramo de impuesto"
Take Exact Completed Years,Tomar años exactos completados
Tax Deducted Till Date,Impuesto retenido hasta la fecha
Tax Exemption Declaration,Declaración de exención de impuestos
Taxable Deductions Till Date,Deducciones gravables hasta la fecha
Taxable Earnings,Ingresos gravables
Taxable Earnings Till Date,Ingresos gravables hasta la fecha
Taxable Income Relief Threshold Limit,Límite de umbral de alivio de ingresos gravables
Taxes & Charges,Impuestos y cargos
"The currency of {0} should be same as the company's default currency. Please select another account.","La moneda de {0} debe ser la misma que la de la empresa. Seleccione otra cuenta."
"The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip. ","La fecha en la que el componente afectará los ingresos/deducciones en el recibo."
The day of the month when leaves should be allocated,El día del mes en que se deben asignar las licencias
The days between {0} to {1} are not valid holidays.,Los días entre {0} y {1} no son feriados válidos.
The fraction of Daily Salary per Leave should be between 0 and 1,La fracción de salario diario por licencia debe estar entre 0 y 1
"The metrics for this report are calculated based on the {0}. Please set {0} in {1}.","Las métricas se calculan según {0}. Establezca {0} en {1}."
"The metrics for this report are calculated based on {0}. Please set {0} in {1}.","Las métricas se calculan según {0}. Establezca {0} en {1}."
"There is no Salary Structure assigned to {0}. First assign a Salary Structure.","No hay estructura salarial asignada a {0}. Asigne una primero."
"There's no Employee with Salary Structure: {0}. Assign {1} to an Employee to preview Salary Slip","No hay empleados con la estructura: {0}. Asigne {1} para ver la vista previa."
"These leaves are holidays permitted by the company however, availing it is optional for an Employee.","Estos son feriados permitidos; sin embargo, tomarlos es opcional para el empleado."
This action will prevent making changes to the linked appraisal feedback/goals.,Esta acción evitará cambios en los objetivos/retroalimentación vinculados.
"This check-in is outside assigned shift hours and will not be considered for attendance. If a shift is assigned, adjust its time window and Fetch Shift again.","Este registro está fuera de turno y no contará. Ajuste la ventana de tiempo y obtenga el turno de nuevo."
This compensatory leave will be applicable from {0}.,Esta licencia compensatoria aplicará desde {0}.
This error can be due to invalid formula or condition.,Este error puede deberse a una fórmula o condición inválida.
This error can be due to invalid syntax.,Este error puede deberse a una sintaxis inválida.
This error can be due to missing or deleted field.,Este error puede deberse a un campo faltante o eliminado.
This field allows you to set the maximum number of consecutive leaves an Employee can apply for.,Define el número máximo de licencias consecutivas que se pueden solicitar.
This field allows you to set the maximum number of leaves that can be allocated annually for this Leave Type while creating the Leave Policy,Define el máximo de licencias anuales para este tipo al crear la política.
This method is only meant for developer mode,Este método solo es para modo desarrollador
"This will overwrite the tax component {0} in the salary slip and tax won't be calculated based on the Income Tax Slabs","Esto sobrescribirá el impuesto {0} y no se calculará según los tramos de ley."
Time taken to fill the open positions,Tiempo para cubrir las vacantes
Time to Fill,Tiempo para contratar
Timelines,Cronogramas
Timesheet Details,Detalles de la hoja de tiempo
"To allow this, enable {0} under {1}.","Para permitir esto, habilite {0} en {1}."
"To apply for a Half Day check 'Half Day' and select the Half Day Date","Para media jornada, marque 'Media Jornada' y seleccione la fecha"
To overwrite the salary component amount for a tax component, please enable {0},Para sobrescribir el monto del componente fiscal, habilite {0}
To(Year),Hasta (Año)
To(Year) year can not be less than From(year),El año final no puede ser menor al inicial
Today is {0}'s birthday 🎉,¡Hoy es el cumpleaños de {0}! 🎉
Today {0} at our Company! 🎉,¡Hoy celebramos {0} en nuestra empresa! 🎉
Today {0} completed {1} {2} at our Company! 🎉,¡Hoy {0} cumplió {1} {2} en nuestra empresa! 🎉
Total Allocated Leave(s),Total de licencias asignadas
Total Amount cannot be zero,El monto total no puede ser cero
Total Asset Recovery Cost,Costo total de recuperación de activos
Total Deduction (Company Currency),Total de deducciones (moneda empresa)
Total Deductions,Total de deducciones
Total Earnings,Ingresos totales
Total Expense Claim (via Expense Claims),Total de reclamos de gastos
Total Goal Score,Puntuación total de objetivos
Total Gross Pay,Total Liquido a Recibir
Total Hours (T),Horas totales (T)
Total Income Tax,Impuesto sobre la renta total
Total Leaves ({0}),Total de licencias ({0})
Total Net Pay,Total Sueldo
Total Non-Billed Hours,Horas totales no facturadas
Total Payable Amount,Monto total a pagar
Total Payment,Pago total
Total Receivable Amount,Monto total a cobrar
Total Resignations,Total de renuncias
Total Self Score,Puntuación total de autoevaluación
"Total allocated leaves are more than maximum allocation allowed for {0} leave type for employee {1} in the period","Las licencias asignadas superan el máximo permitido para {0} en el período."
Total allocated leaves {0} cannot be less than already approved leaves {1} for the period,Las licencias asignadas {0} no pueden ser menos que las ya aprobadas {1}.
Total in words (Company Currency),Total en letras (moneda empresa)
Total leaves allocated cannot exceed annual allocation of {0}.,El total no puede exceder la asignación anual de {0}.
"Total salary booked against this component for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.","Salario total contra este componente desde el inicio del año hasta el fin del recibo actual."
Total salary booked for this employee from the beginning of the month up to the current salary slip's end date.,Salario total del empleado desde el inicio del mes hasta el fin del recibo actual.
Total salary booked for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,Salario total del empleado desde el inicio del año hasta el fin del recibo actual.
"Total weightage for all {0} must add up to 100. Currently, it is {1}%","La ponderación total para {0} debe sumar 100. Actual: {1}%"
Total working Days Per Year,Total de días laborables al año
Transactions cannot be created for an Inactive Employee {0}.,No se pueden crear transacciones para un empleado inactivo {0}.
Unable to retrieve your location,No se pudo obtener su ubicación
Unarchive,Desarchivar
Unclaimed Amount,Monto no reclamado
Under Review,En revisión
Unlink Payment,Desvincular pago
Unlinked Attendance record from Employee Checkins: {},Registro de asistencia desvinculado de los ingresos: {}
Unlinked logs,Registros desvinculados
Unmarked Check-in Logs Found,Registros de entrada sin marcar encontrados
Unmarked Employee Header,Encabezado de empleado sin marcar
Unmarked Employees HTML,HTML de empleados sin marcar
Unsettled,Pendiente / No liquidado
Unsettled Transactions,Transacciones pendientes
Unsubmitted Appraisals,Evaluaciones no enviadas
Untracked Hours,Horas no rastreadas
Untracked Hours (U),Horas no rastreadas (U)
Upcoming Holidays Reminder,Recordatorio de próximos feriados
Upcoming Shifts,Próximos turnos
Update Job Applicant,Actualizar postulante
Update Progress,Actualizar progreso
Update Salary Structures,Actualizar estructuras salariales
Update Status,Actualizar estado
"Updated status from {0} to {1} for date {2} in the attendance record {3}","Estado actualizado de {0} a {1} para la fecha {2} en el registro {3}"
Updated the Job Applicant status to {0},Estado del postulante actualizado a {0}
"Updated the status of Job Offer {0} for the linked Job Applicant {1} to {2}","Estado de la oferta {0} para el postulante {1} actualizado a {2}"
Updated the status of linked Job Applicant {0} to {1},Estado del postulante vinculado {0} actualizado a {1}
Upload images or documents,Subir imágenes o documentos
Upper Range,Rango superior
Used Leave(s),Licencia(s) usada(s)
User Forum,Foro de usuarios
Vacancies fulfilled,Vacantes cubiertas
Vehicle Service Item,Ítem de servicio de vehículo
View Goals,Ver objetivos
Violet,Violeta
WARNING: Loan Management module has been separated from ERPNext.,ADVERTENCIA: El módulo de préstamos se ha separado de ERPNext.
"Warning: Insufficient leave balance for Leave Type {0} in this allocation.","Aviso: Saldo insuficiente para el tipo {0} en esta asignación."
Warning: Insufficient leave balance for Leave Type {0}.,Aviso: Saldo insuficiente para el tipo {0}.
"Warning: {0} already has an active Shift Assignment {1} for some/all of these dates.","Aviso: {0} ya tiene el turno activo {1} en algunas de estas fechas."
"When set to 'Inactive', employees with conflicting active shifts will not be excluded.","Si es 'Inactivo', no se excluirán empleados con turnos en conflicto."
Whereas allocation for Compensatory Leaves is automatically created or updated on submission of Compensatory Leave Request.,La asignación de licencias compensatorias se crea automáticamente al enviar la solicitud.
Why is this Candidate Qualified for this Position?,¿Por qué este candidato califica para el puesto?
Withheld,Retenido
Work Anniversaries,Aniversarios laborales
Work Anniversary Reminder,Recordatorio de aniversario laboral
Work Experience Calculation Method,Método de cálculo de experiencia laboral
Work References,Referencias laborales
Working Days and Hours,Días y horas laborables
Year To Date,Acumulado anual (YTD)
Year To Date(Company Currency),Acumulado anual (moneda empresa)
Yes, Proceed,Sí, proceder
"You can claim only an amount of {0}, the rest amount {1} should be in the application as pro-rata component","Solo puede reclamar {0}; el resto ({1}) debe ir como componente prorrateado."
You can not define multiple slabs if you have a slab with no lower and upper limits.,No puede definir más tramos si tiene uno sin límites.
"You can only plan for upto {0} vacancies and budget {1} for {2} as per staffing plan {3} for parent company {4}.","Solo puede planificar hasta {0} vacantes con presupuesto {1} para {2} según el plan {3}."
You can only upload JPG, PNG, PDF, TXT or Microsoft documents.,Solo puede subir JPG, PNG, PDF, TXT o documentos de Microsoft.
You do not have permission to complete this action,No tiene permiso para realizar esta acción
You have no upcoming shifts,No tiene turnos próximos
"You may add additional details, if any, and submit the offer.",Puede añadir más detalles y enviar la oferta.
You must be within {0} meters of your shift location to check in.,Debe estar a menos de {0} metros de la ubicación para marcar.
"You were only present for Half Day on {}. Cannot apply for a full day compensatory leave","Solo estuvo media jornada el {}. No aplica licencia compensatoria de día completo."
"Your Interview session is rescheduled from {0} {1} - {2} to {3} {4} - {5}","Su entrevista se reprogramó de {0} {1}-{2} a {3} {4}-{5}"
based on,basado en
create/submit,crear/enviar
goal,objetivo
goals,objetivos
here,aquí
modify_half_day_status,modificar_estado_media_jornada
or for the Employee's Department: {0},o para el departamento del empleado: {0}
process,procesar
processed,procesado
results,resultados
router-link,enlace-de-ruta
via Salary Component sync,vía sincronización de componente salarial
year,año
years,años
{0} & {1},{0} y {1}
"{0} <br> This error can be due to missing or deleted field.","{0} <br> Este error puede ser por un campo faltante o eliminado."
{0} Appraisal(s) are not submitted yet,Hay {0} evaluaciones sin enviar
{0} Field,Campo {0}
{0} Missing,Falta {0}
"{0} Row #{1}: Formula is set but {2} is disabled for the Salary Component {3}.","Fila {1} de {0}: La fórmula existe pero {2} está desactivado para {3}."
"{0} Row #{1}: {2} needs to be enabled for the formula to be considered.","Fila {1} de {0}: {2} debe activarse para usar la fórmula."
"{0} already has an active Shift Assignment {1} for some/all of these dates.","{0} ya tiene el turno {1} activo en algunas de estas fechas."
{0} completed {1} {2},{0} cumplió {1} {2}
{0} has {1} enabled,{0} tiene {1} activado
{0} is not a holiday.,{0} no es feriado.
"{0} is not allowed to submit Interview Feedback for the Interview: {1}","{0} no puede enviar retroalimentación para la entrevista: {1}"
{0} leaves allocated successfully,{0} licencias asignadas con éxito
"{0} leaves from allocation for {1} leave type have expired and will be processed during the next scheduled job. It is recommended to expire them now before creating new leave policy assignments.","{0} licencias de {1} caducaron y se procesarán pronto. Se recomienda caducarlas ya."
{0} leaves were manually allocated by {1} on {2},{0} licencias asignadas por {1} el {2}
{0} of {1} Completed,{0} de {1} completado
{0} to {1} employee(s)?,¿{0} a {1} empleado(s)?
"{0} vacancies and {1} budget for {2} already planned for subsidiary companies of {3}. You can only plan for upto {4} vacancies and and budget {5} as per staffing plan {6} for parent company {3}.","Ya se planearon {0} vacantes para {3}. Solo puede planear hasta {4} según el plan {6}."
"{0} will be updated for the following Salary Structures: {1}.","{0} se actualizará para estas estructuras: {1}."
{0} {1} {2}?,¿{0} {1} {2}?
{0}d,{0}d
{} {} open for this position.,{} {} abierto(s) para este puesto.
Source,Translation
Calculate Salary Slips,Calcular recibos de sueldo
Calculating Salaries ...,Calculando salarios ...
Calculating payroll ...,Calculando nómina ...
Fetching Employees...,Obteniendo empleados...
Invalid Date Range,Rango de fechas inválido
No data,Sin datos
"No employees found for the mentioned criteria:<br>Company: {0}<br> Currency: {1}","No se encontraron empleados para los criterios mencionados:<br>Empresa: {0}<br> Moneda: {1}"
Reporte Rápido,Reporte Rápido
Salaries calculated successfully,Salarios calculados exitosamente
Salary Slips need to be calculated.,Los recibos de sueldo deben ser calculados.
Start date: {0},Fecha de inicio: {0}
Statistical Deductions,Deducciones estadísticas
Statistical Earnings,Ingresos estadísticos
Tax Exemption Declaration,Declaración de exención de impuestos
Taxable Deductions Till Date,Deducciones gravables hasta la fecha
Taxable Earnings,Ingresos gravables
"The date range is incorrect for <b>{0}</b> frequency.<br><br>Based on Start Date <b>{1}</b>, the End Date must be <b>{2}</b>.","El rango de fechas es incorrecto para la frecuencia <b>{0}</b>.<br><br>Basado en la fecha de inicio <b>{1}</b>, la fecha de fin debe ser <b>{2}</b>."
Total Deductions,Total de deducciones
Total Earnings,Total de ingresos
Total Income Tax,Total de impuesto sobre la renta
User Forum,Foro de usuarios
